time param
13.234622 76.110980
13.248038 39.972516
13.269224 2.637747
13.284658 -2.273392
13.299081 2.495459
13.315651 1.350133
13.335607 3.158076
13.367275 15.060793
13.390951 8.234989
13.416340 1.362666
13.438419 0.232545
13.455094 12.829154
13.478354 10.350678
13.500752 50.498330
13.521589 11.597214
13.538550 -0.171823
13.560236 15.127382
13.580762 11.074465
13.599755 5.288325
13.617023 4.005194
13.634939 0.402297
13.651077 0.102829
13.669631 31.424175
13.686538 27.120408
13.703981 12.056342
13.721660 0.350785
13.740675 -0.014660
13.761713 0.374922
13.787571 11.358024
13.809417 9.701024
13.835585 4.296247
13.851937 0.599831
13.866066 18.533651
13.877592 60.406159
13.897440 40.743929
13.916441 17.824335
13.929903 6.496337
13.943476 -0.183009
13.955744 0.754299
13.967876 13.405053
13.982289 17.828289
14.002047 35.585734
14.016495 40.016808
14.029391 22.171977
14.046583 1.426552
14.065993 9.922611
14.083647 35.803902
14.097265 11.918645
14.115432 4.014405
14.136571 1.566988
14.159445 1.346747
14.177709 48.083537
14.194257 7.672514
14.206976 3.632009
14.221417 2.702093
14.234935 1.215836
14.246037 2.102881
14.259640 10.457250
14.271188 78.449542
14.278709 16.363344
14.292150 12.161179
14.307804 3.376856
14.325433 1.662596
14.345884 0.152385
14.363560 11.055062
14.387323 29.689131
14.412990 9.835078
14.432628 6.054773
14.459007 0.054220
14.487797 20.539827
14.512174 7.820896
14.529528 5.830900
14.548489 4.508534
14.567387 28.454690
14.588098 14.647489
14.606863 11.269395
14.621024 7.702792
14.638359 -0.009567
14.657529 30.970543
14.670556 96.717372
14.689688 43.422002
14.707127 11.411564
14.724463 -2.070023
14.738286 -1.358388
14.749548 0.333599
14.763404 18.433215
14.784904 47.252835
14.798093 28.472050
14.809348 8.709574
14.817957 4.669885
14.825450 -0.833049
14.834577 -0.786911
14.845373 5.989445
14.859598 17.362765
14.876340 25.542821
14.892304 12.697754
14.907302 -0.157291
14.927936 0.767990
14.942020 0.925264
14.962879 27.720958
14.981842 18.561391
15.000237 0.294848
15.015059 0.414035
15.029327 0.069106
15.048835 18.696845
15.070751 21.919356
15.087182 43.771012
15.100183 27.501273
15.114575 0.677909
15.137274 14.570870
15.159648 13.880946
15.181319 2.420502
15.204007 2.080260
15.222424 13.078856
15.236293 110.152435
15.248236 17.501767
15.260572 5.356752
15.273900 76.664466
15.288272 30.468302
15.306017 1.698712
15.324283 26.668412
15.336241 64.395561
15.346977 17.495937
15.357178 29.200339
15.370010 80.303250
15.381104 13.138462
15.393138 0.051043
15.400854 -0.533894
15.414256 0.607651
15.427068 147.996734
15.444153 21.356198
15.459431 -0.061525
15.469099 4.639634
15.479908 8.908185
15.490180 1.658277
15.503833 2.219071
15.517073 3.096982
15.528967 47.603558
15.544793 44.480503
15.556559 4.727680
15.566833 53.021991
15.574574 10.857905
15.588596 2.770113
15.602390 6.021808
15.624414 0.027086
15.640809 27.102832
15.661367 54.529682
15.677758 8.871127
15.695011 5.325875
15.707396 2.249564
15.720657 1.068428
15.736685 8.322513
15.756672 7.423585
15.775500 4.548958
15.792863 16.117304
15.805990 3.646381
15.818102 0.275875
15.835463 10.152769
15.858895 8.200946
15.873395 5.232831
15.900573 5.490535
15.917529 0.841846
15.937063 11.430957
15.964413 28.479090
15.979382 14.945662
15.991633 6.859440
16.007738 7.347818
16.031780 8.033689
16.046737 12.589378
16.068201 20.488909
16.089126 9.439382
16.105886 1.978853
16.124061 0.405317
16.141701 54.627407
16.159289 41.789163
16.174696 5.704060
16.187415 1.096088
16.200491 1.544942
16.218949 3.033266
16.235083 9.311720
16.262390 20.554324
16.287349 4.935723
16.308198 1.745395
16.321965 8.950495
16.340731 17.564534
16.359764 17.650052
16.386922 1.158655
16.405940 4.670209
16.420162 2.040527
16.439015 12.239378
16.463106 8.370377
16.483669 11.306666
16.508098 0.590192
16.530969 7.689753
16.548905 36.871586
16.565967 36.031154
16.584691 16.352994
16.603177 2.495874
16.615835 0.921185
16.629447 14.765401
16.638479 33.527791
16.654269 33.212367
16.670476 144.738758
16.678873 191.475037
16.693395 23.239248
16.704367 2.632596
16.726306 0.069548
16.742844 7.344095
16.754421 30.926068
16.770937 35.404003
16.789683 42.103548
16.801056 11.887500
16.813540 5.183942
16.826151 11.550008
16.839171 0.810934
16.852461 1.221149
16.868674 49.220811
16.886896 55.040244
16.904173 61.148752
16.924075 18.811032
16.938819 4.166901
16.964371 -0.020607
16.989569 6.594336
17.014037 8.187283
17.038949 11.078429
17.062627 7.410683
17.080027 1.875206
17.095680 0.372496
17.113705 15.020117
17.131729 21.924484
17.150360 68.068742
17.166353 185.658996
17.179091 6.990251
17.197332 -1.881738
17.216360 0.077572
17.234498 6.868074
17.249849 2.062112
17.265239 19.886224
17.279690 10.893767
17.290815 64.318251
17.298727 13.032401
17.310182 115.060715
17.319199 42.745566
17.330848 3.830227
17.340336 19.429767
17.351947 2.716390
17.360807 0.835799
17.369021 7.265434
17.378709 18.248106
17.388385 16.346336
17.398049 7.096097
17.405968 3.813356
17.413888 9.201356
17.421807 7.709101
17.429726 3.668418
17.437646 6.315434
17.443590 4.736691
17.449531 5.042698
17.455469 11.622200
17.461405 16.161508
17.467338 1.254246
17.473268 0.597002
17.479195 4.487479
17.485119 15.297887
17.490133 1.190139
17.495145 0.267150
17.500155 0.105954
17.505164 0.130397
17.510171 2.060815
17.515176 0.249852
17.520179 0.785054
17.525181 4.489716
17.530181 2.555683
17.535180 11.113568
17.539657 0.426491
17.544133 14.533932
17.548608 111.853940
17.553082 35.815073
17.557555 10.091259
17.562026 4.590439
17.566496 1.817327
17.570965 1.597414
17.575433 4.877356
17.579899 42.302057
17.584365 2.265894
17.588829 4.363103
17.593182 9.438185
17.597534 2.691840
17.601885 29.813985
17.604210 1.865119
17.606581 12.434094
17.610930 3.515062
17.615277 5.945571
17.619623 2.644847
17.623969 12.321384
17.628313 2.448568
17.632056 2.487172
17.635534 46.694122
17.639428 1.629220
17.643391 1.119397
17.647353 0.875365
17.651314 0.636404
17.655275 0.324245
17.659234 0.104183
17.663193 0.036555
17.667151 0.028613
17.671108 3.518332
17.675064 0.347904
17.679019 0.278089
17.682974 0.278089
17.686928 0.057740
17.690881 1.938964
17.695824 17.034149
17.700768 0.909922
17.705711 17.558254
17.710273 5.106899
17.714835 51.725693
17.719399 198.030558
17.723964 11.274908
17.728531 32.224777
17.733098 20.855373
17.737667 78.862881
17.742237 3.300221
17.746809 13.521397
17.751382 8.591851
17.755956 0.961467
17.760531 1.529624
17.764628 7.577146
17.768433 3.198801
17.772048 2.207716
17.775541 1.890325
17.778954 2.141591
17.783410 1.652634
17.792224 2.059506
17.801029 1.674191
17.809825 0.275448
17.818612 0.266548
17.828110 0.266548
17.834986 0.266548
17.841858 0.266548
17.848726 0.353736
17.856350 10.533455
17.863967 1.034335
17.872129 0.097508
17.880283 75.161977
17.888430 1.869988
17.893727 17.084302
17.899056 22.619910
17.904385 0.826545
17.909715 1.755130
17.915044 8.364239
17.921784 1.519098
17.928520 1.569109
17.935252 0.901703
17.941462 0.709438
17.947672 0.400770
17.950819 0.392877
17.953967 0.391180
17.957114 0.382329
17.960262 0.373435
17.963409 0.364592
17.966556 0.641175
17.969798 0.629474
17.973316 0.617008
17.977152 0.604904
17.980987 0.594826
17.984363 0.594826
17.987739 0.594826
17.991114 0.594826
17.994131 0.594826
17.997148 0.594826
18.000164 0.594826
18.002893 0.594826
18.005621 0.594826
18.008113 0.594826
18.010605 0.594826
18.013096 0.594826
18.015389 0.494262
18.017683 0.488346
18.019976 47.163097
18.022100 2.823083
18.024225 0.756263
18.026286 1.023170
18.028775 2.468466
18.031495 1.302036
18.034215 5.321457
18.036934 0.746950
18.039654 1.522455
18.042373 0.802578
18.045092 0.601140
18.047548 74.458461
18.049841 1.150960
18.054863 0.815482
18.059883 4.257595
18.064901 4.311740
18.077716 0.573745
18.090503 0.132586
18.103262 0.214842
18.118290 -0.021632
18.133318 0.148860
18.148346 0.175993
18.163374 2.071961
18.178402 6.799308
18.193429 4.062170
18.208457 0.419493
18.223485 4.081871
18.238513 14.408434
18.253541 0.858236
18.268569 6.933051
18.280461 0.698430
18.294526 0.063201
18.309554 2.251769
18.324582 16.618011
18.339610 1.058398
18.354638 0.782266
18.369665 0.302764
18.380328 5.240958
18.391706 0.291367
18.403606 0.292087
18.416448 15.171879
18.431476 0.766351
18.445197 0.226333
18.460225 0.273135
18.475252 0.273135
18.490280 1.385656
18.507285 1.385656
18.524290 1.655278
18.534717 0.518311
18.543009 72.089501
18.548251 72.089501
18.553774 72.089501
18.561815 123.680148
18.569467 3.253142
18.580137 21.380950
18.590792 80.285218
18.600874 0.766130
18.611776 4.319012
18.622659 15.083718
18.632407 0.451433
18.643258 0.392678
18.653498 0.338475
18.663724 0.381000
18.673935 0.337061
18.684132 0.235701
18.694315 0.227267
18.703449 0.214026
18.712573 0.258578
18.721687 0.218244
18.730790 0.433166
18.739884 0.363878
18.748968 23.019904
18.758041 17.435858
18.766593 6.711907
18.775137 6.288806
18.783672 7.172261
18.792199 -0.140580
18.800718 -0.229794
18.809229 0.623829
18.821281 0.665469
18.833309 2.800453
18.845314 3.130819
18.857297 0.637602
18.872252 0.949945
18.887662 0.897869
18.903674 19.587602
18.921702 11.272138
18.938699 3.932067
18.955086 0.383842
18.967058 5.757005
18.978015 0.492915
18.988145 0.434022
19.000336 -0.042990
19.014891 8.264396
19.029390 0.513793
19.042775 24.743868
19.057063 33.046643
19.071534 12.320069
19.086334 14.831604
19.101115 0.373778
19.116606 0.421053
19.131384 12.480605
19.147592 31.731278
19.157887 65.413787
19.168183 34.257916
19.178479 5.069930
19.188774 32.193269
19.199070 37.821653
19.209365 10.235251
19.218664 71.497498
19.224244 8.786883
19.233298 17.459486
19.242438 0.322583
19.251595 0.469960
19.260782 71.833618
19.270006 60.352731
19.279387 31.329870
19.288665 10.597739
19.298001 1.822902
19.307400 2.856968
19.316839 7.391893
19.326290 3.798905
19.335741 8.337777
19.352723 9.463104
19.370227 36.547001
19.386030 11.597049
19.399597 12.856940
19.411046 1.745120
19.422496 1.346439
19.435168 17.053237
19.448733 17.053237
19.463417 17.053237
19.476764 17.053237
19.490600 105.195696
19.504400 14.312968
19.517846 53.209421
19.531260 10.740890
19.543182 33.167643
19.555082 61.380218
19.566960 28.491007
19.575821 3.006339
19.586504 0.833096
19.596018 80.090246
19.605725 49.789591
19.615421 10.026595
19.624317 98.004467
19.633204 107.799522
19.641416 277.872918
19.649621 18.032692
19.657247 149.630474
19.664868 156.771183
19.671988 179.992157
19.679103 204.267959
19.685780 25.692508
19.692453 15.229460
19.698739 13.230612
19.705022 133.912223
19.711302 99.384061
19.717579 44.878221
19.723852 23.788616
19.729920 112.451467
19.736039 12.018795
19.742158 77.038462
19.748277 151.463635
19.754396 177.526935
19.760515 177.526935
19.766634 177.526935
19.772753 177.526935
19.778873 177.526935
19.784992 177.526935
19.791111 191.755434
19.797230 191.755434
19.803349 175.990139
19.809468 56.811487
19.815587 4.479317
19.821706 97.886620
19.827826 10.518822
19.833945 16.620997
19.840064 59.763939
19.846183 40.630922
19.852302 125.511094
19.858421 19.197934
19.864540 27.083574
19.870659 2.578022
19.876778 13.770329
19.882898 9.100393
19.889017 34.660425
19.895136 2.884791
19.901255 2.837643
19.907374 7.709711
19.913493 3.310818
19.919612 19.959535
19.925731 7.717772
19.931851 15.500446
19.937970 16.099427
19.944089 80.511808
19.950208 81.917521
19.956327 60.049825
19.962446 105.305144
19.968565 14.048470
19.974684 18.956553
19.979646 54.904709
19.984851 71.604127
19.990054 87.198118
19.995254 30.272320
19.998732 61.193920
